,date,user,message,only_date,year,month_num,month,day,day_name,hour,minute,period,po,ne,nu,value
50,2022-06-02 14:11:00,Aditya EC7,"Solutions?
",2022-06-02,2022,6,June,2,Thursday,14,11,14-15,1.0,0.0,0.0,1
51,2022-06-02 14:11:00,Yashika✨️,"Nhii questions wali
",2022-06-02,2022,6,June,2,Thursday,14,11,14-15,0.0,0.0,1.0,0
52,2022-06-02 14:12:00,Aditya EC7,"Yr ek badi si pdf hai usme ques and solutions dono hai vo hai mere paas?
",2022-06-02,2022,6,June,2,Thursday,14,12,14-15,0.102,0.0,0.898,0
53,2022-06-02 14:12:00,Yashika✨️,"Bhej de
",2022-06-02,2022,6,June,2,Thursday,14,12,14-15,0.0,0.0,1.0,0
54,2022-06-02 14:13:00,Aditya EC7,"<Media omitted>
",2022-06-02,2022,6,June,2,Thursday,14,13,14-15,0.0,0.0,1.0,0
55,2022-06-02 14:13:00,Yashika✨️,"Thnku✌️
",2022-06-02,2022,6,June,2,Thursday,14,13,14-15,0.0,0.0,1.0,0
56,2022-06-04 21:28:00,Aditya EC7,"Yr tere paas cpp ke assign 10 ke solutions hai?
",2022-06-04,2022,6,June,4,Saturday,21,28,21-22,0.159,0.0,0.841,0
57,2022-06-04 23:38:00,Yashika✨️,"9 or 10 k nhi hai ...8 tk k hai
",2022-06-04,2022,6,June,4,Saturday,23,38,23-00,0.0,0.0,1.0,0
58,2022-06-05 07:32:00,Aditya EC7,"Acha
",2022-06-05,2022,6,June,5,Sunday,7,32,7-8,0.0,0.0,1.0,0
59,2022-06-05 07:33:00,Aditya EC7,"This message was deleted
",2022-06-05,2022,6,June,5,Sunday,7,33,7-8,0.0,0.0,1.0,0
60,2022-06-05 07:38:00,Aditya EC7,"9th ke chaiye vo hai mere paas ?
",2022-06-05,2022,6,June,5,Sunday,7,38,7-8,0.0,0.0,1.0,0
61,2022-06-05 07:38:00,Aditya EC7,"10th ke nhi mil rhe
",2022-06-05,2022,6,June,5,Sunday,7,38,7-8,0.0,0.0,1.0,0
62,2022-06-05 09:09:00,Yashika✨️,"Bhej de
",2022-06-05,2022,6,June,5,Sunday,9,9,9-10,0.0,0.0,1.0,0
63,2022-06-05 09:09:00,Yashika✨️,"8 k complete sol hai tere pass ya sirf first 3 ques k hi hai
",2022-06-05,2022,6,June,5,Sunday,9,9,9-10,0.0,0.0,1.0,0
64,2022-06-05 09:09:00,Yashika✨️,"??
",2022-06-05,2022,6,June,5,Sunday,9,9,9-10,0.0,0.0,1.0,0
65,2022-06-05 09:16:00,Aditya EC7,"<Media omitted>
",2022-06-05,2022,6,June,5,Sunday,9,16,9-10,0.0,0.0,1.0,0
66,2022-06-05 09:16:00,Aditya EC7,"Complete
",2022-06-05,2022,6,June,5,Sunday,9,16,9-10,0.0,0.0,1.0,0
67,2022-06-05 12:13:00,Yashika✨️,"Yr vo bhi bhej de
",2022-06-05,2022,6,June,5,Sunday,12,13,12-13,0.0,0.0,1.0,0
68,2022-06-05 15:11:00,Aditya EC7,"<Media omitted>
",2022-06-05,2022,6,June,5,Sunday,15,11,15-16,0.0,0.0,1.0,0
69,2022-06-08 21:46:00,Yashika✨️,"Hii
Tujhe Magnetism and transformer ka syllabus pta hai ?
",2022-06-08,2022,6,June,8,Wednesday,21,46,21-22,0.0,0.0,1.0,0
70,2022-06-08 21:56:00,Aditya EC7,"Hmari sir se baat hui thi exams se phele tab sir ne kaha tha ki magnetism class notes se krlena and transformer jo sir ne ppt beji hai uss se krlena
",2022-06-08,2022,6,June,8,Wednesday,21,56,21-22,0.0,0.0,1.0,0
71,2022-06-08 21:57:00,Aditya EC7,"Sir ne kaha tha ki transformer and dc motor ke liye LMS ki ppt matt refer krna jo mene beji vo krlena
",2022-06-08,2022,6,June,8,Wednesday,21,57,21-22,0.0,0.0,1.0,0
72,2022-06-08 21:59:00,Yashika✨️,"Transformer ki konsi ppt bheji hai sirf dc motors ki hai
",2022-06-08,2022,6,June,8,Wednesday,21,59,21-22,0.0,0.0,1.0,0
73,2022-06-08 22:00:00,Yashika✨️,"Lms wala syllabus toh ni krna kyuki usme boht sare extra topics bhi hai?
",2022-06-08,2022,6,June,8,Wednesday,22,0,22-23,0.0,0.0,1.0,0
74,2022-06-08 22:06:00,Aditya EC7,"Transformer ki bhi beji thi
",2022-06-08,2022,6,June,8,Wednesday,22,6,22-23,0.0,0.0,1.0,0
75,2022-06-08 22:06:00,Aditya EC7,"Yr ye mujhe bhi confirm ni hai kisi se poch ke btata hu
",2022-06-08,2022,6,June,8,Wednesday,22,6,22-23,0.0,0.0,1.0,0
76,2022-06-08 22:51:00,Yashika✨️,"Okk
",2022-06-08,2022,6,June,8,Wednesday,22,51,22-23,0.0,0.0,1.0,0
77,2022-06-08 22:52:00,Yashika✨️,"Konse grp mei aayi thi?
",2022-06-08,2022,6,June,8,Wednesday,22,52,22-23,0.0,0.0,1.0,0
78,2022-06-08 22:56:00,Aditya EC7,"<Media omitted>
",2022-06-08,2022,6,June,8,Wednesday,22,56,22-23,0.0,0.0,1.0,0
79,2022-06-20 20:41:00,Aditya EC7,"Hi yashika
",2022-06-20,2022,6,June,20,Monday,20,41,20-21,0.0,0.0,1.0,0
80,2022-06-20 20:41:00,Aditya EC7,"Kitni aayi sgpa?
",2022-06-20,2022,6,June,20,Monday,20,41,20-21,0.0,0.0,1.0,0
81,2022-06-20 20:57:00,Yashika✨️,"Hii
",2022-06-20,2022,6,June,20,Monday,20,57,20-21,0.0,0.0,1.0,0
82,2022-06-20 20:57:00,Yashika✨️,"9.12
",2022-06-20,2022,6,June,20,Monday,20,57,20-21,0.0,0.0,1.0,0
83,2022-06-20 20:57:00,Yashika✨️,"Teri?
",2022-06-20,2022,6,June,20,Monday,20,57,20-21,0.0,0.0,1.0,0
84,2022-06-20 20:58:00,Aditya EC7,"Sgpa 9 hai
",2022-06-20,2022,6,June,20,Monday,20,58,20-21,0.0,0.0,1.0,0
85,2022-06-20 20:59:00,Aditya EC7,"Cgpa 8.6
",2022-06-20,2022,6,June,20,Monday,20,59,20-21,0.0,0.0,1.0,0
86,2022-06-20 20:59:00,Yashika✨️,"Okk
",2022-06-20,2022,6,June,20,Monday,20,59,20-21,0.0,0.0,1.0,0
87,2022-06-20 20:59:00,Yashika✨️,"Congo
",2022-06-20,2022,6,June,20,Monday,20,59,20-21,0.0,0.0,1.0,0
88,2022-06-20 21:00:00,Aditya EC7,"congratulations to you too🥳
",2022-06-20,2022,6,June,20,Monday,21,0,21-22,0.565,0.0,0.435,1
89,2022-06-20 21:07:00,Yashika✨️,"Campus mei Terese party leni hai maine😂
",2022-06-20,2022,6,June,20,Monday,21,7,21-22,0.31,0.0,0.69,0
90,2022-06-20 21:08:00,Aditya EC7,"Sure 😎✌️
",2022-06-20,2022,6,June,20,Monday,21,8,21-22,0.697,0.0,0.303,1
91,2022-06-20 21:08:00,Aditya EC7,"Tera summer sem shuru hogya?
",2022-06-20,2022,6,June,20,Monday,21,8,21-22,0.0,0.0,1.0,0
92,2022-06-20 21:09:00,Yashika✨️,"Hn
",2022-06-20,2022,6,June,20,Monday,21,9,21-22,0.0,0.0,1.0,0
93,2022-06-20 21:09:00,Yashika✨️,"Aaj first class thi
",2022-06-20,2022,6,June,20,Monday,21,9,21-22,0.0,0.0,1.0,0
94,2022-06-20 21:09:00,Aditya EC7,"All the best 👍
",2022-06-20,2022,6,June,20,Monday,21,9,21-22,0.677,0.0,0.323,1
95,2022-06-20 21:09:00,Aditya EC7,"Kitne bache hai summer sem mein?
",2022-06-20,2022,6,June,20,Monday,21,9,21-22,0.0,0.0,1.0,0
96,2022-06-20 21:10:00,Yashika✨️,"Thnku😊
",2022-06-20,2022,6,June,20,Monday,21,10,21-22,0.0,0.0,1.0,0
97,2022-06-20 21:10:00,Yashika✨️,"Hr subject mei alg alg hai
",2022-06-20,2022,6,June,20,Monday,21,10,21-22,0.0,0.0,1.0,0
98,2022-06-20 21:10:00,Aditya EC7,"Achaa
",2022-06-20,2022,6,June,20,Monday,21,10,21-22,0.0,0.0,1.0,0
99,2022-06-20 21:10:00,Yashika✨️,"Kyuki sbne 3 subject alg alg liye hai
",2022-06-20,2022,6,June,20,Monday,21,10,21-22,0.0,0.0,1.0,0
100,2022-06-20 21:11:00,Aditya EC7,"Tumko sirf 3 subjects krne hai?
",2022-06-20,2022,6,June,20,Monday,21,11,21-22,0.0,0.0,1.0,0
101,2022-06-20 21:11:00,Yashika✨️,"Hn iss bar 3 hi krne hai
",2022-06-20,2022,6,June,20,Monday,21,11,21-22,0.0,0.0,1.0,0
102,2022-06-20 21:12:00,Aditya EC7,"Tumne konse liye?
",2022-06-20,2022,6,June,20,Monday,21,12,21-22,0.0,0.0,1.0,0
103,2022-06-20 21:12:00,Yashika✨️,"C Ed or electronics
",2022-06-20,2022,6,June,20,Monday,21,12,21-22,0.0,0.0,1.0,0
104,2022-06-20 21:12:00,Aditya EC7,"Okayy
",2022-06-20,2022,6,June,20,Monday,21,12,21-22,0.0,0.0,1.0,0
105,2022-06-20 21:12:00,Aditya EC7,"To baaki 3 baad mein krne pdege fir?
",2022-06-20,2022,6,June,20,Monday,21,12,21-22,0.0,0.0,1.0,0
106,2022-06-20 21:13:00,Yashika✨️,"Hn 2 year ki summer break😅
",2022-06-20,2022,6,June,20,Monday,21,13,21-22,0.0,0.0,1.0,0
107,2022-06-20 21:13:00,Aditya EC7,"Acha tab fir Ana pdega 😂
",2022-06-20,2022,6,June,20,Monday,21,13,21-22,0.0,0.0,1.0,0
108,2022-06-20 21:13:00,Yashika✨️,"Or kya
",2022-06-20,2022,6,June,20,Monday,21,13,21-22,0.0,0.0,1.0,0
109,2022-06-20 21:13:00,Aditya EC7,"Vit mein to subjects current sem mein bhi add krva skte hai
",2022-06-20,2022,6,June,20,Monday,21,13,21-22,0.0,0.0,1.0,0
110,2022-06-20 21:14:00,Aditya EC7,"Thapar vale nhi krte allow?
",2022-06-20,2022,6,June,20,Monday,21,14,21-22,0.322,0.0,0.678,0
111,2022-06-20 21:14:00,Yashika✨️,"Nhii max 30 credits kr skte hai ek sem mei
",2022-06-20,2022,6,June,20,Monday,21,14,21-22,0.217,0.0,0.783,0
112,2022-06-20 21:14:00,Aditya EC7,"Achaa
",2022-06-20,2022,6,June,20,Monday,21,14,21-22,0.0,0.0,1.0,0
113,2022-06-20 21:14:00,Aditya EC7,"Ha credit limit to unki bhi hogi maybe iska idea nhi mujhe
",2022-06-20,2022,6,June,20,Monday,21,14,21-22,0.333,0.0,0.667,0
114,2022-06-20 21:14:00,Yashika✨️,"Ek subject kr skti hu sem k sath
",2022-06-20,2022,6,June,20,Monday,21,14,21-22,0.0,0.0,1.0,0
115,2022-06-20 21:15:00,Aditya EC7,"Acha
",2022-06-20,2022,6,June,20,Monday,21,15,21-22,0.0,0.0,1.0,0
116,2022-06-20 21:15:00,Yashika✨️,"Pehle pta hota toh ek 2 sem mei hi kr leti
",2022-06-20,2022,6,June,20,Monday,21,15,21-22,0.0,0.0,1.0,0
117,2022-06-20 21:15:00,Aditya EC7,"Ha vahi
",2022-06-20,2022,6,June,20,Monday,21,15,21-22,0.706,0.0,0.294,1
118,2022-06-20 21:16:00,Yashika✨️,"Hm
",2022-06-20,2022,6,June,20,Monday,21,16,21-22,0.0,0.0,1.0,0
119,2022-07-23 18:31:00,Aditya EC7,"Hi yashika
",2022-07-23,2022,7,July,23,Saturday,18,31,18-19,0.0,0.0,1.0,0
120,2022-07-23 18:31:00,Aditya EC7,"Tera batch change hua?
",2022-07-23,2022,7,July,23,Saturday,18,31,18-19,0.0,0.0,1.0,0
121,2022-07-23 19:29:00,Yashika✨️,"Hnn
",2022-07-23,2022,7,July,23,Saturday,19,29,19-20,0.0,0.0,1.0,0
122,2022-07-23 19:30:00,Yashika✨️,"9 ho gya
",2022-07-23,2022,7,July,23,Saturday,19,30,19-20,0.0,0.0,1.0,0
123,2022-07-23 19:30:00,Yashika✨️,"Tera??
",2022-07-23,2022,7,July,23,Saturday,19,30,19-20,0.0,0.0,1.0,0
124,2022-07-23 19:32:00,Aditya EC7,"8
",2022-07-23,2022,7,July,23,Saturday,19,32,19-20,0.0,0.0,0.0,1
125,2022-07-23 19:39:00,Yashika✨️,"Okayy
",2022-07-23,2022,7,July,23,Saturday,19,39,19-20,0.0,0.0,1.0,0
126,2022-07-23 19:39:00,Yashika✨️,"Sbka hi change hua hai kya
",2022-07-23,2022,7,July,23,Saturday,19,39,19-20,0.0,0.0,1.0,0
127,2022-07-23 20:13:00,Aditya EC7,"Ha shayad
",2022-07-23,2022,7,July,23,Saturday,20,13,20-21,0.706,0.0,0.294,1
128,2022-07-23 20:13:00,Aditya EC7,"Sab to 9 mein chale gye mai 8 mein🥲
",2022-07-23,2022,7,July,23,Saturday,20,13,20-21,0.0,0.0,1.0,0
129,2022-07-23 20:13:00,Aditya EC7,"Bas shorya hai mainly 8 mein ab
",2022-07-23,2022,7,July,23,Saturday,20,13,20-21,0.0,0.0,1.0,0
130,2022-07-23 20:13:00,Aditya EC7,"Manik abhimanyu sabka 9 hogya
",2022-07-23,2022,7,July,23,Saturday,20,13,20-21,0.0,0.0,1.0,0
131,2022-07-23 20:27:00,Yashika✨️,"Okayy
",2022-07-23,2022,7,July,23,Saturday,20,27,20-21,0.0,0.0,1.0,0
132,2022-07-23 20:27:00,Yashika✨️,"Change krte hain kya ye log??
",2022-07-23,2022,7,July,23,Saturday,20,27,20-21,0.0,0.0,1.0,0
133,2022-07-23 20:28:00,Aditya EC7,"Yr vohi ni pata
",2022-07-23,2022,7,July,23,Saturday,20,28,20-21,0.0,0.0,1.0,0
134,2022-07-23 20:29:00,Aditya EC7,"First sem ke baad to inhone option Diya tha batch change ka ab pata ni allow krege ki nhi
",2022-07-23,2022,7,July,23,Saturday,20,29,20-21,0.095,0.0,0.905,0
135,2022-07-23 20:50:00,Yashika✨️,"Okk
",2022-07-23,2022,7,July,23,Saturday,20,50,20-21,0.0,0.0,1.0,0
136,2022-07-23 20:50:00,Yashika✨️,"May be iss bar bhi dede
",2022-07-23,2022,7,July,23,Saturday,20,50,20-21,0.0,0.0,1.0,0
137,2022-07-23 20:51:00,Yashika✨️,"Last tym toh Maine bhi change krwaya tha
",2022-07-23,2022,7,July,23,Saturday,20,51,20-21,0.0,0.0,1.0,0
138,2022-07-23 20:51:00,Aditya EC7,"Phele konsa tha Tera?
",2022-07-23,2022,7,July,23,Saturday,20,51,20-21,0.0,0.0,1.0,0
139,2022-07-23 20:51:00,Yashika✨️,"6
",2022-07-23,2022,7,July,23,Saturday,20,51,20-21,0.0,0.0,0.0,1
140,2022-07-23 20:51:00,Aditya EC7,"Acha
",2022-07-23,2022,7,July,23,Saturday,20,51,20-21,0.0,0.0,1.0,0
141,2022-07-23 20:52:00,Yashika✨️,"Hm
",2022-07-23,2022,7,July,23,Saturday,20,52,20-21,0.0,0.0,1.0,0
142,2022-07-23 22:12:00,Aditya EC7,"Yr vese batch change ke liye krna kya hoga?
",2022-07-23,2022,7,July,23,Saturday,22,12,22-23,0.0,0.0,1.0,0
143,2022-07-23 22:12:00,Aditya EC7,"Tune krvaya tha jab to kya kya kiya tha?
",2022-07-23,2022,7,July,23,Saturday,22,12,22-23,0.0,0.0,1.0,0
144,2022-07-23 22:16:00,Yashika✨️,"Yr Mera First tym tha toh unhone khud hi pucha tha
",2022-07-23,2022,7,July,23,Saturday,22,16,22-23,0.0,0.0,1.0,0
145,2022-07-23 22:16:00,Yashika✨️,"Isliye Maine 7 bol diya tha
",2022-07-23,2022,7,July,23,Saturday,22,16,22-23,0.0,0.0,1.0,0
146,2022-07-23 22:18:00,Aditya EC7,"Achaa
",2022-07-23,2022,7,July,23,Saturday,22,18,22-23,0.0,0.0,1.0,0
147,2022-07-23 23:12:00,Yashika✨️,"Hm
",2022-07-23,2022,7,July,23,Saturday,23,12,23-00,0.0,0.0,1.0,0
148,2022-07-25 17:24:00,Aditya EC7,"Yashika tu kisi ko janti hai jisko ec9 se ec8 mein ana ho?
",2022-07-25,2022,7,July,25,Monday,17,24,17-18,0.0,0.0,1.0,0
149,2022-07-25 17:25:00,Yashika✨️,"Nhi yr
",2022-07-25,2022,7,July,25,Monday,17,25,17-18,0.0,0.0,1.0,0
150,2022-07-25 17:25:00,Aditya EC7,"Okay
",2022-07-25,2022,7,July,25,Monday,17,25,17-18,1.0,0.0,0.0,1
151,2022-07-25 17:44:00,Aditya EC7,"Agr koi mile to please btadena
",2022-07-25,2022,7,July,25,Monday,17,44,17-18,0.315,0.0,0.685,0
152,2022-07-25 20:37:00,Yashika✨️,"Okayy
",2022-07-25,2022,7,July,25,Monday,20,37,20-21,0.0,0.0,1.0,0
153,2022-08-04 21:01:00,Aditya EC7,"Kal ke liye koi file to nhi likhni na?
",2022-08-04,2022,8,August,4,Thursday,21,1,21-22,0.0,0.0,1.0,0
154,2022-08-04 21:02:00,Aditya EC7,"Vo engineering materials ki lab to Monday hai phele mujhe laga kal hai
",2022-08-04,2022,8,August,4,Thursday,21,2,21-22,0.0,0.0,1.0,0
155,2022-08-04 21:03:00,Yashika✨️,"Hn mujhe bhi kl hi lgi thi
",2022-08-04,2022,8,August,4,Thursday,21,3,21-22,0.0,0.0,1.0,0
156,2022-08-04 21:03:00,Yashika✨️,"Naa
",2022-08-04,2022,8,August,4,Thursday,21,3,21-22,0.0,0.0,1.0,0
157,2022-08-04 21:09:00,Aditya EC7,"Okk
",2022-08-04,2022,8,August,4,Thursday,21,9,21-22,0.0,0.0,1.0,0
158,2022-08-10 18:37:00,Aditya EC7,"Yashika tu tut gyi thi aaj koi?
",2022-08-10,2022,8,August,10,Wednesday,18,37,18-19,0.0,0.0,1.0,0
159,2022-08-10 18:54:00,Yashika✨️,"Nhi yr mai toh ghr aa gyi thi
",2022-08-10,2022,8,August,10,Wednesday,18,54,18-19,0.0,0.0,1.0,0
160,2022-08-10 18:57:00,Aditya EC7,"Achaa
",2022-08-10,2022,8,August,10,Wednesday,18,57,18-19,0.0,0.0,1.0,0
161,2022-08-10 18:57:00,Aditya EC7,"Mujhe bhi kal vapas ana tha par classes cancel hone lagi to fir Ghar chala gya 😂
",2022-08-10,2022,8,August,10,Wednesday,18,57,18-19,0.0,0.118,0.882,0
162,2022-08-10 18:57:00,Aditya EC7,"To mujhe vohi pochna tha ki Tut gye ki nhi kyuki abhimanyu manik bhi ni gye the
",2022-08-10,2022,8,August,10,Wednesday,18,57,18-19,0.0,0.0,1.0,0
163,2022-08-10 19:06:00,Yashika✨️,"Nhi koi ni gya
",2022-08-10,2022,8,August,10,Wednesday,19,6,19-20,0.0,0.0,1.0,0
164,2022-08-10 19:06:00,Yashika✨️,"Mostly classes cancel hi ho gyi
",2022-08-10,2022,8,August,10,Wednesday,19,6,19-20,0.0,0.286,0.714,0
165,2022-08-10 19:06:00,Yashika✨️,"Sahi kiya nhi aaya😂😂
",2022-08-10,2022,8,August,10,Wednesday,19,6,19-20,0.0,0.0,1.0,0
166,2022-08-10 19:06:00,Aditya EC7,"Achaa
",2022-08-10,2022,8,August,10,Wednesday,19,6,19-20,0.0,0.0,1.0,0
167,2022-08-10 19:07:00,Aditya EC7,"Mai gujrat gya tha classes ke chakkar mein jaldi vapas aya
",2022-08-10,2022,8,August,10,Wednesday,19,7,19-20,0.0,0.0,1.0,0
168,2022-08-10 19:07:00,Aditya EC7,"Ab lag rha teen char din aur ghum ke aana chaiye tha 🤣🥲
",2022-08-10,2022,8,August,10,Wednesday,19,7,19-20,0.0,0.167,0.833,0
